path	bytes	lines	class	flags	audit_status
demo/video-chat/frontend-vue/tests/contract/sfu-security-throughput-budget-contract.mjs	5631	108	test	sfu,security,backpressure,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-publisher-path-trace-contract.mjs	9162	107	test	sfu,security,backpressure,fallback	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/media/runtimeCapabilities.ts	2851	107	source	sfu,capabilities,keyframe_delta	manual_audit_required
demo/video-chat/backend-king-php/tests/realtime-gossipmesh-room-state-topology-contract.php	6004	106	test	sfu,gossip,capabilities,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-rollout-gate-contract.mjs	5965	106	test	sfu,gossip,security,repair	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/workspace/callWorkspace/foregroundRecovery.ts	3241	105	source	reconnect,fallback,repair	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-dual-video-layer-routing-contract.mjs	7915	104	test	sfu,backpressure,fallback,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/modules/localization/callWorkspaceMessages.js	6879	102	source	background,reconnect,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/kingrt-three-user-regression-harness-contract.mjs	4872	101	test	gossip,background,security,backpressure,regression,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/sfu/stallRecoveryLadder.ts	4243	100	source	sfu,reconnect,fallback,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/sfu/keyframeRecoveryCoordinator.ts	3572	100	source	sfu,fallback,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/iam-sprint-05-integration-classification-contract.mjs	2676	97	test	sfu,gossip,background,security	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/workspace/callWorkspace/sfuTransport.ts	4261	96	source	backpressure,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-keyframe-cache-pacing-contract.mjs	5623	95	test	sfu,backpressure,quality,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-source-budget-profile-coupling-contract.mjs	6659	95	test	sfu,quality,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/workspace/callWorkspace/strictStabilityPolicy.ts	3088	94	source	gossip,background,security,reconnect,quality,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/iam-sprint-04-focused-wire-contract.mjs	3954	94	test	sfu,gossip,background,security	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-browser-ws-send-drain-contract.mjs	7689	92	test	sfu,reconnect,backpressure,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/sfu/remoteCanvas.ts	3676	92	source	sfu,background,reconnect,quality	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-wlvc-rate-control-contract.mjs	6346	91	test	sfu,backpressure,quality,repair,keyframe_delta	manual_audit_required
demo/video-chat/contracts/v1/media-kex.contract.json	3626	91	contract	security,reconnect,capabilities	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-native-recovery-contract.mjs	4617	90	test	gossip,security,backpressure,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/lib/gossipmesh/routing.ts	2795	89	source	gossip,backpressure,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/lib/gossipmesh/wireContract.ts	2628	88	source	sfu,gossip,reconnect,backpressure,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-publisher-pipeline-decoupling-contract.mjs	4141	86	test	sfu,gossip,backpressure	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-server-no-media-fanout-contract.mjs	5018	85	test	sfu,gossip,security,backpressure,fallback,repair	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-profile-budget-contract.mjs	4819	85	test	sfu,backpressure,quality,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-selective-tile-runtime-contract.mjs	6355	84	test	sfu,background,reconnect,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-neighbor-health-topology-repair-contract.mjs	5495	84	test	gossip,reconnect,repair	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/client-diagnostics-contract.mjs	8365	83	test	sfu,security,backpressure,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-telemetry-contract.mjs	5873	83	test	sfu,gossip,security,repair	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-neighbor-health-repair-contract.mjs	5335	83	test	gossip,reconnect,repair	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-zero-copy-readback-gate-contract.mjs	3470	83	test	sfu,capabilities,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-dom-canvas-last-resort-contract.mjs	4677	82	test	sfu,backpressure,quality,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-receiver-feedback-loop-contract.mjs	5932	79	test	sfu,backpressure,quality,fallback,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/support/foregroundReconnect.ts	2670	79	source	background,reconnect,repair	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/workspace/callWorkspace/mediaSecuritySfuPublishGate.ts	2981	79	source	security,capabilities	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-source-readback-contract.mjs	4263	78	test	sfu,backpressure,quality	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/workspace/callWorkspace/runtimeConfig.ts	3742	77	source	gossip,background,security,reconnect,backpressure,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/background-king-wasm-contract.mjs	5343	77	test	background,backpressure,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-binary-tile-wire-contract.mjs	5551	76	test	sfu,background,reconnect	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/client-console-warning-diagnostics-contract.mjs	5227	75	test	sfu,security,reconnect,backpressure,repair	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-throughput-path-contract.mjs	2043	74	test	sfu,background,quality	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-media-carrier-mode-contract.mjs	3279	73	test	sfu,gossip,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-relay-broker-io-budget-contract.mjs	6458	72	test	sfu,backpressure,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-stale-target-pruning-contract.mjs	4714	70	test	sfu,gossip,security,backpressure,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-media-recovery-control-contract.mjs	5181	69	test	sfu,reconnect,backpressure,fallback,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/more-payload-intake-contract.mjs	2882	69	test	sfu,backpressure,regression,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-real-media-plane-architecture-contract.mjs	3480	68	test	sfu,backpressure,fallback,repair,keyframe_delta	manual_audit_required
demo/video-chat/contracts/v1/protected-media-transport-envelope.contract.json	2120	68	contract	security,fallback,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-primary-fallback-backtrace-contract.mjs	2879	67	test	sfu,gossip,reconnect,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-online-acceptance-no-critical-pressure-contract.mjs	4658	67	test	sfu,backpressure,repair	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-replay-pacing-slow-subscriber-contract.mjs	4297	65	test	sfu,reconnect,backpressure,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/lib/sfu/mediaTransport.ts	1901	64	source	sfu,backpressure,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/gossip-sfu-dual-carrier-continuity-contract.mjs	2558	60	test	sfu,gossip,security	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/background-segmentation-harness-contract.mjs	3756	56	test	background,reconnect,fallback	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/workspace/callWorkspace/mediaSecurityParticipantSet.ts	2065	56	source	security,keyframe_delta	manual_audit_required
demo/video-chat/backend-king-php/domain/realtime/realtime_sfu_binary_payload.php	1791	55	source		low_signal_inventory_only
demo/video-chat/frontend-vue/src/lib/gossipmesh/mediaCarrierMode.ts	1946	52	source	sfu,gossip,fallback	manual_audit_required
demo/video-chat/frontend-vue/tests/contract/sfu-high-motion-payload-contract.mjs	3489	50	test	sfu,background,backpressure,fallback,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/sfu/sendBudget.ts	1827	42	source	sfu,backpressure,fallback	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/sfu/recoveryReasons.ts	1730	40	source	sfu,security,fallback,repair,keyframe_delta	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/workspace/callWorkspace/mediaSecuritySenderKeyRecovery.ts	1313	40	source	security,repair	manual_audit_required
demo/video-chat/frontend-vue/src/domain/realtime/workspace/callWorkspace/mediaSecurityErrors.ts	827	14	source	security	manual_audit_required
demo/video-chat/frontend-vue/src/lib/sfuClient.ts	32	1	source	sfu	manual_audit_required
